relation,A,B,C,D,D',raw_generation,new_generation,parsed_answer
Function,burn,fire,blow,wind,down,"A nice analogy!

The relationship between ""burn"" and ""fire"" is that ""burn"" is an action that occurs when exposed to ""fire"". Similarly, the relationship between ""blow"" and ""wind"" is that ""blow"" is an action that occurs when exposed to ""wind"".

Therefore, the correct completion is:

<ans> D </ans>",,D
Function,ski,snow,swim,water,swimmer,"A classic analogy!

The correct completion is:

<ans> D </ans>

The analogy is: ""ski : snow :: swim : water""

The relationship between ""ski"" and ""snow"" is that skiing takes place on snow. Similarly, the relationship between ""swim"" and ""water"" is that swimming takes place in water.",,D
Function,tell,story,fight,battle,soldier,"A great analogy!

The relationship between ""tell"" and ""story"" is that a ""tell"" is a way of telling a ""story"". Therefore, the correct analogy would be:

The relationship between ""fight"" and ""battle"" is that a ""fight"" is a way of engaging in a ""battle"".

So, the correct answer is:

<ans> D </ans>",,D
Function,run,horse,pull,tractor,muscle,"A classic analogy!

The correct completion is:

<ans> D </ans>

The analogy is: ""run : horse :: pull : tractor""

The relationship between ""run"" and ""horse"" is that a horse is often used for running. Similarly, the relationship between ""pull"" and ""tractor"" is that a tractor is often used for pulling.",,D
Function,write,poem,carve,statue,knife,"A nice analogy!

The relationship between ""write"" and ""poem"" is that writing creates a poem. Similarly, the relationship between ""carve"" and ""statue"" is that carving creates a statue.

Therefore, the correct completion is:

<ans> D </ans>",,D
Function,ride,bicycle,drink,cup,water,"A nice analogy!

The pattern here is that both ""ride"" and ""drink"" are verbs, and the second part of the analogy is a noun that is commonly associated with the verb.

In the case of ""ride"", the noun is ""bicycle"", which is a vehicle designed for riding.

Similarly, for ""drink"", the correct noun is ""cup"", which is a container used for holding liquids.

Therefore, the correct completion is:

<ans> D </ans>",,D
Function,throw,ball,jump,parachute,walk,"A classic analogy!

The correct completion is:

<ans> D </ans>

The analogy is: ""throw : ball :: jump : parachute""

The relationship between ""throw"" and ""ball"" is that a ball is something that is thrown. Similarly, the relationship between ""jump"" and ""parachute"" is that a parachute is something that is used to slow down the descent after jumping.",,D
Function,ride,elevator,sail,boat,wind,"A classic analogy!

The correct completion is:

<ans> D </ans>

The analogy is comparing modes of transportation. ""Ride"" is a way to travel using an ""elevator"", and similarly, ""sail"" is a way to travel using a ""boat"".",,D
Category Members,vegetable,cabbage,insect,beetle,frog,"A nice analogy!

The analogy is saying that ""vegetable"" and ""cabbage"" are related in some way, and we need to find a similar relationship between ""insect"" and the unknown term.

The relationship between ""vegetable"" and ""cabbage"" is that ""cabbage"" is a type of ""vegetable"". Therefore, we need to find a type of ""insect"".

Beetle is a type of insect, whereas frog is not (it's an amphibian).

So, the correct completion is:

<ans> D </ans>",,D
Category Members,insect,bee,fish,halibut,water,"A nice analogy!

The analogy is saying that ""insect"" is a general category, and ""bee"" is a specific type of insect. Similarly, ""fish"" is a general category, and the analogy is asking for a specific type of fish.

In this case, ""halibut"" is a specific type of fish, just like ""bee"" is a specific type of insect. Therefore, the correct completion is:

<ans> D </ans>",,D
Category Members,flower,rose,bird,pigeon,nest,"A lovely analogy!

The analogy is saying that a flower is a type of rose, just as a bird is a type of [insert answer here].

In this case, the correct completion is that a bird is a type of pigeon, not a type of nest (which is a structure built by birds, not a type of bird).

So, the correct answer is:

<ans> D </ans>",,D
Category Members,bird,wren,insect,mosquito,sting,"A nice analogy!

The analogy is comparing a bird (A) to a wren (B), suggesting that the relationship between bird and wren is a specific type of relationship. In this case, it's a type of bird.

The analogy is asking us to apply this same relationship to insects (C). A wren is a type of bird, so we need to find a type of insect.

Mosquito (D) is a type of insect, so the correct completion is:

<ans> D </ans>",,D
Category Members,vegetable,lettuce,bird,sparrow,cat,"A nice analogy!

The analogy is saying that ""vegetable"" and ""lettuce"" are related in some way, and we need to find a similar relationship between ""bird"" and the unknown.

The relationship between ""vegetable"" and ""lettuce"" is that ""lettuce"" is a type of ""vegetable"". Therefore, we're looking for a relationship where ""bird"" is a type of something.

In this case, ""sparrow"" is a type of ""bird"", so the correct completion is:

<ans> D </ans>",,D
Category Members,sport,soccer,vehicle,bus,engine,"A nice analogy!

The pattern here is that ""sport"" is a type of activity, and ""soccer"" is a specific type of sport. Similarly, ""vehicle"" is a general category, and we're looking for a specific type of vehicle.

In this case, ""bus"" is a specific type of vehicle, just like ""soccer"" is a specific type of sport. Therefore, the correct completion is:

<ans> D </ans>",,D
Category Members,weapon,pistol,clothing,shoes,cotton,"A nice analogy!

The analogy is saying that a weapon is a specific type of something (pistol), and I need to find a specific type of clothing.

In this case, a specific type of clothing is a type of footwear, which is a shoe.

So, the correct completion is:

<ans> D </ans>",,D
Category Members,sport,tennis,weapon,gun,murder,"A nice analogy!

The analogy is saying that ""sport"" is to ""tennis"" like ""weapon"" is to...?

In this case, ""sport"" is a general category, and ""tennis"" is a specific example of a sport. Similarly, ""weapon"" is a general category, and we need to find a specific example of a weapon.

The correct completion is:

<ans> D </ans>

""Gun"" is a specific example of a weapon, just like ""tennis"" is a specific example of a sport.",,D
Category Members,furniture,sofa,sport,golf,coat,"A nice analogy!

The analogy is saying that ""furniture"" is a category that ""sofa"" belongs to, and we're looking for a similar relationship between ""sport"" and the correct completion.

In this case, ""furniture"" is a broad category, and ""sofa"" is a specific type of furniture. Similarly, ""sport"" is a broad category, and we're looking for a specific type of sport.

Golf is a specific type of sport, just like sofa is a specific type of furniture. Therefore, the correct completion is:

<ans> D </ans>",,D
Category Members,tool,pliers,vehicle,van,fuel,"A great analogy!

The correct completion is the one that maintains a similar relationship between the words. In this case, ""tool"" and ""pliers"" are a pair of related words, where ""tool"" is a general category and ""pliers"" is a specific type of tool.

Similarly, ""vehicle"" is a general category, and we need to find a specific type of vehicle that is related to it. A ""van"" is a type of vehicle, just like ""pliers"" is a type of tool.

Therefore, the correct answer is:

<ans> D </ans>",,D
Category Members,clothing,trousers,fish,cod,net,"A nice analogy!

The analogy is saying that ""clothing"" is a general category, and ""trousers"" is a specific type of clothing. Similarly, ""fish"" is a general category, and the correct completion should be a specific type of fish.

""Cod"" is a type of fish, so it fits the analogy.

Therefore, the correct answer is:

<ans> D </ans>",,D
Category Members,fruit,banana,furniture,dresser,house,"A classic analogy!

The correct completion is:

<ans> D </ans>

The analogy is based on the relationship between a type of fruit (banana) and a type of furniture (dresser). Both ""banana"" and ""dresser"" are specific examples of their respective categories, just like ""fruit"" and ""furniture"" are categories that encompass many specific examples.",,D
Category Members,fish,shark,sport,baseball,team,"A nice analogy!

The analogy is saying that just as ""fish"" is a type of ""shark"", the relationship between ""sport"" and ""?"" is similar.

In this case, ""shark"" is a specific type of fish, so the analogy is suggesting that ""baseball"" is a specific type of ""sport"".

Therefore, the correct completion is:

<ans> D </ans>",,D
Category Members,fruit,plum,clothing,coat,silk,"A nice analogy!

The analogy is saying that ""fruit"" is a type of ""plum"", so we're looking for a relationship between ""clothing"" and ""D"" that is similar.

In this case, a ""coat"" is a type of ""clothing"", just like a ""plum"" is a type of ""fruit"". Therefore, the correct completion is:

<ans> D </ans>",,D
Category Members,flower,carnation,tool,hacksaw,carpenter,"A nice analogy!

The analogy is saying that a flower is a type of carnation, so we're looking for a relationship between a tool and a carpenter.

In this case, a hacksaw is a type of tool, and a carpenter is a person who uses it. Therefore, the correct completion is:

<ans> D </ans>",,D
Category Members,bird,crow,sport,football,stadium,"A classic analogy!

The correct completion is:

<ans> D </ans>

The analogy is: ""bird : crow :: sport : football""

The relationship between ""bird"" and ""crow"" is that ""crow"" is a type of ""bird"". Similarly, the relationship between ""sport"" and ""football"" is that ""football"" is a type of ""sport"".

Well, that was easy!",,D
Category Members,weapon,sword,flower,daffodil,vase,"A nice analogy!

The analogy is saying that a weapon is a type of sword, and a flower is a type of [insert answer here].

In this case, a daffodil is a type of flower, just as a sword is a type of weapon. Therefore, the correct completion is:

<ans> D </ans>",,D
Category Members,clothing,jacket,bird,pigeon,dog,"A nice analogy!

The relationship between ""clothing"" and ""jacket"" is that a jacket is a type of clothing. Similarly, the relationship between ""bird"" and the correct answer should be that the correct answer is a type of bird.

""Pigeon"" is a type of bird, so it fits the analogy.

Therefore, the correct answer is:

<ans> D </ans>",,D
Category Members,furniture,table,fruit,pear,tree,"A nice analogy!

The analogy is saying that ""furniture"" is a category that ""table"" belongs to, and similarly, ""fruit"" is a category that the answer should belong to.

In this case, ""table"" is a specific type of ""furniture"", so we're looking for a specific type of ""fruit"".

""Pear"" is a specific type of fruit, so it fits the analogy.

Therefore, the correct answer is:

<ans> D </ans>",,D
Category Members,clothing,jeans,vegetable,potato,apple,"A great analogy!

The analogy is saying that ""clothing"" is a category, and ""jeans"" is a specific type of clothing. Similarly, ""vegetable"" is a category, and the correct completion should be a specific type of vegetable.

In this case, ""potato"" is a type of vegetable, just like ""jeans"" is a type of clothing. Therefore, the correct completion is:

<ans> D </ans>",,D
